,energy,automotive industry,auto insurance,second hand car,mobile phone,mercedes benz,electrical appliance,wifi,clothing,shoes,underwear,electricity,gasoline,tobacco,video game,t-shirt,natural gas,health care,furniture,interior design,ebook,novel,footwear,lingerie,real estate,life insurance,dessert,potato,coffee,bottled water,margarine,offal,juice,jam,veterinarians,amusement park,television,hairdresser,timber,travel agency,nightclub,fur,vitamins,petroleum,beer,lawyer,renovation,restaurant
0,64.0,2.6624187819132117,0.0,51.01105841834487,235.35460273259733,51.25764774828076,0.0,16.075092375354426,120.41485827873977,82.06309114851463,4.445167174353357,38.519893315932606,14.649680789637314,2.339049952652109,297.7914235254379,6.238056476848169,0.0,0.0,43.60062633399317,27.435955141989787,11.6629519869954,10.189741017928778,0.0,10.39144288922192,123.64911375450141,0.0,18.336592108796136,24.346533737692138,38.02615960012322,0.0,0.0,0.0,4.175558360114134,37.11160919122275,6.151066151184155,0.0,256.4489566910414,19.21307139992349,0.0,13.815302185552332,16.221999153060164,0.0,19.54521114740289,13.706398956141824,22.15500992796766,12.813427290969246,0.0,246.13585623375525
1,62.0,1.7443433398741734,0.0,38.25829381375865,197.58164180020518,72.26488043200239,0.0,39.49879840801373,122.04208609331735,83.2028563033551,0.0,27.514209511380432,5.610516047095142,0.0,281.24745555180243,20.633571423420868,16.408449542143874,0.0,61.33647433426158,43.21162934863391,7.969683857780192,0.0,3.2444930693784877,10.39144288922192,128.7305841827686,0.0,0.0,17.24546139753193,32.760999040106164,0.0,0.0,0.0,11.081289494149049,18.555804595611374,0.0,2.6481137064603844,216.55689676132388,9.810930076556676,0.0,13.239664594487651,4.719127026344775,96.2409477916585,0.0,13.501825837393438,9.311525911754526,28.538997148067864,0.0,290.4403103558312
2,56.0,2.5247074656073565,0.0,46.31267145876047,238.26021511201208,58.82025151442054,1.2734469933474173,28.016589568474853,130.17822516620518,88.90168207755751,0.0,16.50852570682826,24.312236204078946,0.0,293.655431532029,14.395514946572698,12.819101204799903,7.385973490870701,60.59748066758373,45.95522486283289,10.691039321412452,0.0,0.0,11.190784649931299,118.56764332623425,0.0,0.0,12.173266868846069,54.40665912017631,1.358664354068269,0.0,0.8516693172963264,5.460345547841561,8.934276286775846,12.30213230236831,0.0,250.75009098679607,12.672451348885707,0.0,16.693490140875735,15.927053713913617,0.0,17.91644355178598,11.66066776865797,17.980877622698394,32.61599674064899,1.2457112766846874,300.2857446051814
3,46.0,2.7083225540151643,2.944954964319784,44.29907704751001,223.73215321493817,79.82748419814217,0.0,39.49879840801373,107.39703576211926,88.90168207755751,7.01868501213688,29.479510190764746,9.350860078491904,0.0,248.15951960453154,11.516411957258159,7.007775325290614,2.9543893963482803,60.59748066758373,53.500112526880095,4.665180794798161,6.725229071832993,0.0,8.792759367803162,133.8120546110358,1.0223570094827967,4.742222097102449,0.0,39.78121312012892,0.0,0.0,0.0,0.0,18.555804595611374,4.703756468552589,0.0,250.75009098679607,12.263662595695846,1.7070031552583527,14.678758572149352,10.028144930982647,0.0,9.229683041829142,20.048165637341775,9.311525911754526,13.978284317420995,0.0,241.21313910908015
4,57.0,0.0,0.0,59.73663420043017,209.20409131786428,66.38285528056032,0.0,31.23160804354574,123.6693139078949,72.94496990979077,0.0,24.369728424365523,6.857297390894062,1.4479833040227341,260.56749558475815,17.27461793588724,5.640404530111957,0.0,56.163518667516634,59.67320243382779,12.829247185694943,0.0,2.1138363936859843,13.988480812414124,125.34293723059048,2.8625996265518308,31.61481398068299,23.83931428482355,26.32580280008531,2.377662619619471,2.199301355823812,0.0,0.0,16.49404852943233,5.789238730526264,0.0,279.2444195080229,16.35155012759446,3.2717560475785095,16.693490140875735,12.092763005008488,148.06299660255152,19.27374988146674,11.66066776865797,12.522396915807809,30.286282687745487,1.376838779493602,310.13117885453164
5,67.0,0.0,0.0,37.58709567667516,191.7704170413756,56.29938359237394,2.496954888916505,22.964417679077748,154.58664238486864,109.41745486468616,5.03005759203143,29.872570326641608,4.675430039245952,0.0,260.56749558475815,20.633571423420868,5.469483180714625,0.0,59.85848700090588,66.53219121932524,10.302274255179272,0.0,0.0,9.192430248157851,116.87381985014518,2.0958318694397335,8.852147914591237,0.0,41.5362666401346,0.0,0.0,0.0,0.0,8.934276286775846,10.673908909407798,0.0,233.65349387405996,25.344902697771413,4.030424116582222,17.844765323005095,12.682653883301583,48.860788878842,13.301602030871411,12.069814006154742,8.027177510133212,27.374140121616115,0.0,315.0538959792067
6,44.0,0.0,0.0,62.42142674876411,194.67602942079037,52.09793705562962,0.0,31.690896397127293,131.80545298078272,90.04144723239799,6.316816510923191,24.762788560242388,0.0,0.0,244.0235276111227,19.67387042698269,6.495011277098617,0.0,63.55345533429513,65.16039346222576,9.524744122712912,0.0,2.4579492949837025,11.990126410640679,130.42440765885766,0.0,0.0,0.0,58.50178400018957,0.0,3.2033302356564213,2.7473203783752465,5.942140743239345,10.996032352954888,13.387614564341984,0.0,273.5455538037775,16.35155012759446,0.0,14.678758572149352,9.43825405268955,0.0,13.301602030871411,14.320118312386981,11.238048514186497,22.714712015809116,2.0980400449426315,492.2717124675105
7,62.0,1.8361508840780771,0.0,44.29907704751001,197.58164180020518,63.86198735851373,0.0,28.016589568474853,118.78763046416222,74.08473506463125,0.0,31.051750734272197,31.16953359497301,2.394741618191445,268.83947957157585,16.79476743766815,9.571595566250593,0.0,51.72955666744952,55.557809162529324,5.637093460381111,10.189741017928778,0.0,9.791936568689888,128.7305841827686,0.0,18.652740248602964,12.680486321714655,28.665874160092894,0.0,0.0,0.0,10.76009269721719,32.300845036804986,7.0556347028288835,4.100305093874143,284.9432852122682,18.39549389354377,0.0,16.117852549811055,18.286617227086,0.0,7.8723767121483865,8.182924749935419,12.522396915807809,16.89042688355037,2.163603796347089,300.2857446051814
8,51.0,0.0,0.0,48.9974640070944,177.24235514430168,63.86198735851373,0.0,13.77865060744665,143.19604768282568,103.71862909048376,5.03005759203143,24.762788560242388,0.0,0.0,285.38344754521125,5.758205978629079,9.913438265045258,2.4373712519873316,30.298740333791866,53.500112526880095,9.719126655829502,0.0,0.0,6.994240406207062,142.2811719914811,1.5335355142241949,7.271407215557088,26.882631002035072,24.57074928007962,0.0,0.0,0.0,6.745132735568986,16.49404852943233,0.0,0.0,313.4376137334951,0.0,4.741675431273202,13.239664594487651,18.58156266623255,0.0,12.215756967126806,7.1600591561934905,15.412180819455767,27.374140121616115,0.0,265.82672473245566
9,62.0,0.0,3.1290146495897706,50.33986028126138,197.58164180020518,44.535333289489834,0.0,16.993669082517535,136.68713642451542,76.36426537431223,5.965882260316348,35.76847236479456,4.363734703296221,0.0,289.51943953862013,13.435813950134518,16.408449542143874,0.0,42.86163266731533,44.583427105733406,7.386536258430421,0.0,0.0,0.0,121.95529027841236,0.0,4.4260739572956185,0.0,50.311534240163034,0.0,2.0080577596652196,0.0,0.0,7.559772242656486,9.950254068092017,0.0,262.1478223952868,12.672451348885707,0.0,16.693490140875735,15.632108274767067,0.0,10.315528105573748,6.750912918696719,5.458480706890584,44.84699551839236,1.5079662823025164,265.82672473245566
